"Timestamp","uid","q2 time","q3 name","q4 target","q5 info","q6 state","Interface version"
"2021/11/24 5:13:38 PM CST","OS_X-Safari-5815886852469885","1637795618561","linkgame","document","{""seed"":""1""}","#puzzle=0000023040010000&answer=0000000000100024&work=&seed=1&gentime=1637486337238&elapsed=26473&currFocus=11&size=2","B"
"2021/11/24 5:13:43 PM CST","Windows-Chrome-5590458019781519","1637795625312","linkgame","document","{""seed"":""1""}","#puzzle=0000023040010000&answer=0000000000100024&work=&seed=1&gentime=1637486337238&elapsed=26473&currFocus=11&size=2","B"
"2021/11/24 5:13:47 PM CST","OS_X-Safari-5815886852469885","1637795627415","mousedown","div#intro.sudoku-popup p","{""which"":1,""pageX"":770,""pageY"":348}","#puzzle=0000023040010000&answer=0000000000100024&work=&seed=1&gentime=1637486337238&elapsed=26473&currFocus=11&size=2","B"
"2021/11/24 5:13:47 PM CST","Windows-Chrome-5590458019781519","1637795629503","mousedown","div#intro.sudoku-popup p","{""which"":1,""pageX"":556,""pageY"":228}","#puzzle=0000023040010000&answer=0000000000100024&work=&seed=1&gentime=1637486337238&elapsed=26473&currFocus=11&size=2","B"
"2021/11/24 5:13:47 PM CST","OS_X-Safari-5815886852469885","1637795627649","current_board_status","document","{""boardStates"":""#errors"",""timePassed"":""0:35""}","#puzzle=0000023040010000&answer=0000000000100024&work=&seed=1&gentime=1637486337238&elapsed=35553&currFocus=6&size=2","B"
"2021/11/24 5:13:47 PM CST","Windows-Chrome-5590458019781519","1637795629748","current_board_status","document","{""boardStates"":""#errors"",""timePassed"":""0:30""}","#puzzle=0000023040010000&answer=0000000000100024&work=&seed=1&gentime=1637486337238&elapsed=30897&currFocus=4&size=2","B"
"2021/11/24 5:13:48 PM CST","OS_X-Safari-5815886852469885","1637795627965","current_board_status","document","{""boardStates"":""#errors"",""timePassed"":""0:35""}","#puzzle=0000023040010000&answer=0000000000100024&work=&seed=1&gentime=1637486337238&elapsed=35875&currFocus=7&size=2","B"
"2021/11/24 5:13:49 PM CST","Windows-Chrome-5590458019781519","1637795630853","current_board_status","document","{""boardStates"":""#errors"",""timePassed"":""0:32""}","#puzzle=0000023040010000&answer=0000000000100024&work=&seed=1&gentime=1637486337238&elapsed=32011&currFocus=8&size=2","B"
"2021/11/24 5:13:49 PM CST","Windows-Chrome-5590458019781519","1637795630888","current_board_status","document","{""boardStates"":""#errors"",""timePassed"":""0:32""}","#puzzle=0000023040010000&answer=0000000000100024&work=&seed=1&gentime=1637486337238&elapsed=32045&currFocus=13&size=2","B"
"2021/11/24 5:13:49 PM CST","OS_X-Safari-5815886852469885","1637795629520","current_board_status","document","{""boardStates"":""#errors"",""timePassed"":""0:37""}","#puzzle=0000023040010000&answer=0000000000100024&work=&seed=1&gentime=1637486337238&elapsed=37419&currFocus=15&size=2","B"
"2021/11/24 5:13:49 PM CST","OS_X-Safari-5815886852469885","1637795629564","current_board_status","document","{""boardStates"":""#errors"",""timePassed"":""0:37""}","#puzzle=0000023040010000&answer=0000000000100024&work=&seed=1&gentime=1637486337238&elapsed=37462&currFocus=14&size=2","B"
"2021/11/24 5:13:49 PM CST","OS_X-Safari-5815886852469885","1637795629650","current_board_status","document","{""boardStates"":""#errors"",""timePassed"":""0:37""}","#puzzle=0000023040010000&answer=0000000000100024&work=&seed=1&gentime=1637486337238&elapsed=37560&currFocus=12&size=2","B"
